fund_identifier,funds,fees,fund_company
FOUSA06OM5,TDAM Hedged US Market Index Seg Fund,0.003916,Sun Life
FOUSA06OM7,TDAM Intl Equity Index Segregated Fund,0.003608,Sun Life
FOUSA06OMB,TDAM US Market Index Segregated Fund,0.003327,Sun Life
FOUSA06OMC,CC&L Group Bond Segregated Fund,0.004742,Sun Life
FOUSA06OMS,BG Canadian Equity Segregated Fund,0.0054,Sun Life
FOUSA06OMX,BG Global Segregated Fund,0.0065,Sun Life
FOUSA06ON3,BG International Equity Segregated Fund,0.0065,Sun Life
FOUSA06ON4,CC&L Group Cdn Equity Segregated Fund,0.005063,Sun Life
FOUSA06ON7,BG Small Cap Segregated Fund,0.00545,Sun Life
FOUSA06ON8,CC&L Q Group Global Equity Seg Fund,0.008617,Sun Life
FOUSA06ONG,MFS Global Research Segregated Fund,0.0076,Sun Life
FOUSA06ONR,PH&N Balanced Pension Segregated Fund,0.00495,Sun Life
FOUSA06ONU,PH&N Bond Segregated Fund,0.00505,Sun Life
FOUSA06ONZ,PH&N Dividend Income Segregated Fund,0.0051,Sun Life
FOUSA06OO1,PH&N Global Equity Segregated Fund,0.00805,Sun Life
FOUSA06OO4,MFS LifePlan Retiree Segregated Fund,0.0055,Sun Life
FOUSA06OO9,PH&N Overseas Equity Segregated Fund,0.0082,Sun Life
FOUSA06OOC,PH&N US Equity Segregated Fund,0.0052,Sun Life
FOUSA06OOO,MFS LifePlan Retirement 2025 Seg Fund,0.0053,Sun Life
FOUSA06OOP,MFS LifePlan Retirement 2030 Seg Fund,0.0052,Sun Life
FOUSA06OOQ,MFS LifePlan Retirement 2035 Seg Fund,0.0052,Sun Life
FOUSA06OOR,MFS LifePlan Retirement 2040 Seg Fund,0.0053,Sun Life
FOUSA06OOW,BLK US Eq Index Segregated Fund (Reg),0.002844,Sun Life
FOUSA06OPP,CI Portfolio Series Bal Growth Seg Fund,0.0069,Sun Life
FOUSA06OPV,CI Portfolio Series Max Growth Seg Fund,0.007,Sun Life
FOUSA06OPY,Fidelity Cdn Asset Alloc Segregated Fund,0.0075,Sun Life
F00001DG22,AlphaFixe Green Bond Segregated Fund,0.005389,Sun Life
F0CAN069W5,BLK Moderate Balanced Index Seg Fund,0.003192,Sun Life
F0CAN069W6,BLK S&PTSX Composite Index Seg Fund,0.002852,Sun Life
F0CAN069W7,BLK Aggressive Balanced Index Seg Fund,0.003382,Sun Life
F0CAN069W8,BLK Universe Bond Index Segregated Fund,0.00284,Sun Life
F0CAN069W9,BLK EAFE Equity Index Segregated Fund,0.003498,Sun Life
F0CAN069WA,BLK Conservative Balanced Index Seg Fund,0.003174,Sun Life
F0CAN069WB,BLK US Equity Index Segregated Fund,0.002856,Sun Life
F0CAN069WN,CC&L Group Income and Growth Seg Fund,0.005624,Sun Life
F0CAN06ZKV,BLK LifePath Index 2040 Segregated Fund,0.005016,Sun Life
F0CAN06ZKX,BLK LifePath Index 2030 Segregated Fund,0.004875,Sun Life
FOUSA06OLP,MFS Balanced Value Segregated Fund,0.0049,Sun Life
FOUSA06OLX,MFS Canadian Equity Segregated Fund,0.00445,Sun Life
FOUSA06OM1,CC&L Group Balanced Plus Segregated Fund,0.005875,Sun Life
FOUSA06OOS,BlackRock Cdn LEAF Segregated Fund,0.004366,Sun Life
FOUSA06OPQ,CI Portfolio Series Bal Segregated Fund,0.0069,Sun Life
FOUSA06OPR,CI Portfolio Series Cons Segregated Fund,0.007,Sun Life
FOUSA06OPT,CI Portfolio Series Growth Seg Fund,0.007,Sun Life
FOUSA06OPU,CI Portfolio Series Inc Segregated Fund,0.007,Sun Life
FOUSA06OTO,JF Canadian Equity Segregated Fund,0.004891,Sun Life
FOUSA06OTP,JF Global Balanced Segregated Fund,0.005043,Sun Life
FOUSA06OTS,JF International Equity Segregated Fund,0.007554,Sun Life
FOUSA06OTT,JF US Equity Segregated Fund,0.005046,Sun Life
FOUSA06OXA,BLK Global Equity Index Segregated Fund,0.004346,Sun Life
FOUSA06P82,Fidelity Cdn Core Eq Trust Seg Fund,0.006253,Sun Life
FOUSA06P87,Franklin Bissett Cdn Equity Seg Fund,0.0049,Sun Life
FOUSA06SOH,BLK LifePath Index 2045 Segregated Fund,0.005051,Sun Life
FOUSA06SOI,MFS Global Equity Segregated Fund,0.0074,Sun Life
FOUSA06VOZ,Fidelity ClearPath 2025 Port Seg Fund,0.006385,Sun Life
FOUSA06VP0,Fidelity ClearPath 2030 Port Seg Fund,0.006412,Sun Life
FOUSA06OQ1,Fidelity Global Segregated Fund,0.0085,Sun Life
FOUSA06OQC,Fidelity True North Segregated Fund,0.00735,Sun Life
FOUSA06ORT,TDAM Canadian Bond Index Segregated Fund,0.003249,Sun Life
FOUSA06ORX,CC&L Group Canadian Q Growth Seg Fund,0.005039,Sun Life
FOUSA06ORW,TDAM Cdn Long Bond Index Segregated Fund,0.003296,Sun Life
FOUSA06ORU,TDAM Cdn Balanced Index Segregated Fund,0.003528,Sun Life
FOUSA06SOJ,MFS International Equity Segregated Fund,0.0076,Sun Life
FOUSA06VO2,Fidelity ClearPath Inc Port Seg Fund,0.006357,Sun Life
FOUSA06OQ4,Fidelity US Focused Stock Seg Fund,0.0079,Sun Life
FOUSA06OQH,Invesco Global Companies Segregated Fund,0.00785,Sun Life
FOUSA06OR0,JF Balanced Segregated Fund,0.004947,Sun Life
FOUSA06ORE,Fiera Cdn Eq Small Cap Core Seg Fund,0.008744,Sun Life
FOUSA06ORN,SLF Money Market Segregated Fund,0.0019,Sun Life
FOUSA08ZG4,SL Granite Retirement Seg Fund,0.00618,Sun Life
FOUSA08ZG8,SL Granite 2030 Seg Fund,0.006206,Sun Life
F00000JSEY,SL MFS International Growth Seg Fund,0.0081,Sun Life
F00000MSJU,SL Multi-Strategy Bond Seg Fund,0.0048,Sun Life
F00000Q625,MFS Low Volatility Global Eq Seg Fund,0.0069,Sun Life
FOUSA06VP1,Fidelity ClearPath 2035 Port Seg Fund,0.006436,Sun Life
FOUSA06VP2,Fidelity ClearPath 2040 Port Seg Fund,0.006476,Sun Life
FOUSA06VP3,Fidelity ClearPath 2045 Port Seg Fund,0.006483,Sun Life
FOUSA08MZ1,MFS LifePlan Retirement 2045 Seg Fund,0.0054,Sun Life
FOUSA08MZ2,MFS LifePlan Retirement 2050 Seg Fund,0.0055,Sun Life
FOUSA08PDZ,SL Granite Conservative Seg Fund,0.006,Sun Life
FOUSA08PE0,SL Granite Moderate Seg Fund,0.00615,Sun Life
FOUSA08PE1,SL Granite Balanced Seg Fund,0.0061,Sun Life
FOUSA08PE2,SL Granite Growth Seg Fund,0.0061,Sun Life
FOUSA08PE3,SL Granite Aggressive Seg Fund,0.0061,Sun Life
FOUSA08ZG7,SL Granite 2025 Seg Fund,0.006198,Sun Life
FOUSA08ZG9,SL Granite 2035 Seg Fund,0.006209,Sun Life
FOUSA08ZGA,SL Granite 2040 Seg Fund,0.006208,Sun Life
FOUSA08ZGB,SL Granite 2045 Seg Fund,0.006204,Sun Life
F00001CHQ8,PH&N Fossil Fuel Free Balanced Seg Fund,0.0052,Sun Life
F00001DDU7,SL KBI Glbl Sustainable Infrastr Seg Fd,0.0095,Sun Life
F00000T67C,BLK MSCI Emerging Markets Index Seg Fund,0.004955,Sun Life
F00000VYJK,PH&N Core Plus Bond Segregated Fund,0.00555,Sun Life
F00000YT9O,TDAM Low Volatility US Equity Seg Fund,0.0045,Sun Life
FOUSA06OQG,Invesco Income Growth Segregated Fund,0.00635,Sun Life
FOUSA06ORV,TDAM Cdn Equity Index Segregated Fund,0.003251,Sun Life
FOUSA06SLO,CI Canadian Income & Growth Seg Fund,0.007114749,Sun Life
FOUSA07ZPR,Mawer International Equity Seg Fund,0.008247,Sun Life
F00000SA6Y,BG Fundamental Canadian Equity Seg Fund,0.00645,Sun Life
